row,sample
2672,holdout
2673,development
2674,development
2675,development
2676,development
2677,development
2678,development
2679,development
2680,development
2681,development
2682,development
2683,holdout
2684,development
2685,holdout
2686,development
2687,development
2688,holdout
2689,holdout
2690,development
2691,development
2692,development
2693,holdout
2694,holdout
2695,development
2696,development
2697,holdout
2698,holdout
2699,holdout
2700,development
2701,holdout
2702,holdout
2703,development
2704,holdout
2705,development
2706,development
2707,development
2708,development
2709,holdout
2710,development
2711,development
2712,development
2713,holdout
2714,development
2715,development
2716,holdout
2717,development
2718,holdout
2719,development
2720,development
2721,development
2722,development
2723,development
2724,development
2725,holdout
2726,development
2727,development
2728,development
2729,holdout
2730,development
2731,holdout
2732,development
2733,development
2734,development
2735,development
2736,holdout
2737,development
2738,development
2739,development
2740,development
2741,development
2742,development
2743,development
2744,development
2745,development
2746,holdout
2747,development
2748,holdout
2749,development
2750,development
2751,development
2752,development
2753,holdout
2754,holdout
2755,development
2756,development
2757,development
2758,development
2759,holdout
2760,holdout
2761,development
2762,development
2763,development
2764,holdout
2765,development
2766,holdout
2767,development
2768,development
2769,development
2770,development
2771,development
2772,holdout
2773,holdout
2774,holdout
2775,development
2776,holdout
2777,development
2778,development
2779,development
2780,development
2781,development
2782,development
2783,development
2784,development
2785,development
2786,holdout
2787,holdout
2788,development
2789,development
2790,holdout
2791,holdout
2792,development
2793,development
2794,development
2795,holdout
2796,development
2797,development
2798,development
2799,development
2800,holdout
2801,development
2802,development
2803,development
2804,development
2805,development
2806,development
2807,development
2808,holdout
2809,holdout
2810,holdout
2811,development
2812,development
2813,holdout
2814,development
2815,development
2816,holdout
2817,holdout
2818,development
2819,development
2820,holdout
2821,development
2822,development
2823,holdout
2824,holdout
2825,holdout
2826,development
2827,development
2828,holdout
2829,development
2830,development
2831,development
2832,development
2833,holdout
2834,development
2835,development
2836,development
2837,holdout
2838,development
2839,development
2840,development
2841,development
2842,development
2843,holdout
2844,development
2845,development
2846,development
2847,development
2848,development
2849,holdout
2850,development
2851,holdout
2852,development
2853,development
2854,holdout
2855,development
2856,holdout
2857,development
2858,development
2859,holdout
2860,development
2861,development
2862,development
2863,development
2864,holdout
2865,holdout
2866,development
2867,development
2868,development
2869,development
2870,development
2871,holdout
2872,development
2873,development
2874,development
2875,development
2876,holdout
2877,development
2878,holdout
2879,holdout
2880,holdout
2881,development
2882,development
2883,holdout
2884,development
2885,development
2886,development
2887,development
2888,development
2889,development
2890,development
2891,development
2892,development
2893,development
2894,development
2895,development
2896,development
2897,development
2898,development
2899,holdout
2900,development
2901,holdout
2902,holdout
2903,holdout
2904,holdout
2905,holdout
2906,holdout
2907,development
2908,holdout
2909,development
2910,holdout
2911,development
2912,development
2913,development
2914,development
2915,development
2916,development
2917,development
2918,development
2919,development
2920,development
